date,cpi,policy_rate,neer,reer,fx_usd,fx_eur,reserves,oil_brent,output_gap
2009-09-01,84.3,5.25,99.0,99.6,517.9,695.9,24.8,76.1,0.48
2009-10-01,84.5,5.25,99.45,100.02,492.6,665.5,25.8,78.1,0.66
2009-11-01,84.3,5.25,101.25,101.8,512.3,681.4,27.1,80.3,0.68
2009-12-01,84.9,5.25,99.65,100.17,519.3,702.1,27.1,82.6,1.11
2010-01-01,84.7,5.0,99.73,100.22,509.0,700.6,27.7,78.6,1.39
2010-02-01,85.0,5.0,99.68,100.15,516.0,698.7,27.9,84.4,1.53
2010-03-01,85.6,5.0,100.9,101.34,525.2,721.3,27.3,86.7,1.66
2010-04-01,86.5,5.0,100.36,100.78,514.4,700.6,28.4,91.4,1.7
2010-05-01,87.0,5.0,100.18,100.57,505.9,694.1,28.6,102.5,1.35
2010-06-01,87.2,5.0,101.83,102.2,513.8,693.5,30.6,109.1,1.9
2010-07-01,87.7,5.0,102.07,102.42,504.0,691.2,29.4,109.8,1.8
2010-08-01,88.1,5.0,100.71,101.03,502.3,664.1,31.4,113.4,2.04
2010-09-01,88.1,5.0,99.92,100.22,498.0,682.4,32.0,111.8,1.91
2010-10-01,88.9,5.0,102.26,102.53,517.6,698.0,33.1,109.0,2.07
2010-11-01,89.4,5.0,101.15,101.39,492.3,687.8,32.1,112.4,2.0
2010-12-01,89.8,5.0,102.43,102.65,516.4,718.2,33.5,116.3,2.2
2011-01-01,90.4,5.0,100.51,100.7,505.2,701.1,35.1,111.9,2.09
2011-02-01,90.5,5.0,102.51,102.68,488.7,686.1,33.6,116.2,1.94
2011-03-01,90.6,4.75,100.75,100.89,510.5,694.3,33.5,103.1,2.33
2011-04-01,91.1,4.75,102.05,102.17,488.1,684.9,33.8,113.0,2.03
2011-05-01,91.0,4.75,101.34,101.44,519.9,720.5,36.2,110.3,1.94
2011-06-01,91.0,4.5,100.45,100.51,525.9,717.9,34.9,108.6,1.56
2011-07-01,91.4,4.5,100.69,100.73,513.8,711.7,36.5,109.3,1.52
2011-08-01,91.5,4.5,101.35,101.37,524.6,706.6,37.6,101.3,1.76
2011-09-01,91.8,4.25,100.75,100.74,547.0,738.3,38.0,105.0,1.69
2011-10-01,92.2,4.25,100.94,100.91,524.7,708.6,38.7,105.1,1.51
2011-11-01,92.3,4.25,101.83,101.77,522.3,704.7,39.1,106.8,1.61
2011-12-01,92.7,4.0,98.98,98.9,552.1,739.6,40.3,99.1,1.83
2012-01-01,92.4,4.0,101.22,101.11,560.5,768.7,39.3,96.6,1.63
2012-02-01,93.3,4.0,99.91,99.78,549.2,739.9,39.5,92.6,1.21
2012-03-01,93.5,3.75,98.99,98.83,568.9,770.3,39.5,92.1,1.31
2012-04-01,93.5,3.75,98.49,98.31,581.5,778.3,40.6,85.5,1.11
2012-05-01,94.2,3.75,99.19,98.98,568.9,749.7,40.6,78.1,1.1
2012-06-01,94.5,3.5,99.86,99.63,580.8,781.8,40.3,76.4,1.01
2012-07-01,94.0,3.5,98.9,98.64,607.8,798.6,40.8,70.3,0.91
2012-08-01,94.5,3.5,99.98,99.69,621.7,831.2,39.2,70.3,0.69
2012-09-01,94.8,3.25,97.57,97.26,619.2,815.6,41.2,62.5,0.81
2012-10-01,95.0,3.25,98.49,98.16,613.3,834.3,41.1,61.0,0.65
2012-11-01,95.8,3.25,97.39,97.03,652.4,876.0,40.5,58.1,0.14
2012-12-01,95.7,3.0,98.44,98.06,635.3,845.1,41.2,52.2,0.95
2013-01-01,95.9,3.0,98.67,98.26,646.5,868.2,38.9,54.9,0.7
2013-02-01,95.6,3.0,97.52,97.08,655.2,860.8,39.6,53.3,0.43
2013-03-01,96.5,3.0,95.7,95.24,669.5,889.8,39.5,51.0,0.5
2013-04-01,96.1,3.0,97.65,97.17,663.9,878.0,40.5,48.8,0.29
2013-05-01,96.7,3.25,97.66,97.15,661.0,873.2,39.3,43.7,0.8
2013-06-01,96.9,3.25,97.47,96.94,663.2,883.0,40.5,45.2,0.84
2013-07-01,97.4,3.25,97.93,97.37,660.5,873.5,40.9,44.0,0.53
2013-08-01,96.8,3.25,96.02,95.44,667.5,877.6,40.5,44.2,0.68
2013-09-01,96.4,3.25,97.18,96.57,637.0,819.9,40.2,47.8,0.53
2013-10-01,97.6,3.5,97.4,96.77,661.9,856.9,39.3,51.2,0.26
2013-11-01,98.2,3.5,94.99,94.33,669.2,871.9,39.4,57.4,0.43
2013-12-01,98.2,3.5,96.41,95.72,656.3,855.5,40.9,53.9,0.52
2014-01-01,98.1,3.5,95.62,94.91,674.0,866.8,40.5,55.8,0.42
2014-02-01,98.0,3.5,95.61,94.87,665.4,881.4,39.8,57.6,0.5
2014-03-01,98.6,3.25,95.6,94.83,683.3,893.3,39.4,54.9,0.57
2014-04-01,98.2,3.25,94.63,93.85,678.9,876.3,38.1,63.4,0.61
2014-05-01,98.8,3.25,94.16,93.34,655.1,837.7,38.6,66.5,0.68
2014-06-01,99.0,3.0,94.36,93.52,655.9,832.7,40.5,76.6,0.52
2014-07-01,99.3,3.0,93.18,92.32,654.2,820.8,38.1,71.4,0.62
2014-08-01,100.0,3.0,92.85,91.96,647.8,817.6,39.0,71.6,0.56
2014-09-01,99.5,2.75,93.85,92.93,652.0,820.8,39.4,69.2,1.01
2014-10-01,99.3,2.75,92.13,91.19,639.6,789.1,37.6,64.5,0.5
2014-11-01,99.7,2.75,93.17,92.21,633.2,790.8,38.5,70.1,1.12
2014-12-01,99.3,2.5,92.68,91.7,649.0,802.7,38.8,67.6,1.21
2015-01-01,99.8,2.5,90.7,89.68,646.6,781.5,38.0,66.4,0.95
2015-02-01,100.0,2.5,91.4,90.37,636.6,774.4,40.1,57.6,0.49
2015-03-01,100.2,2.5,92.74,91.67,659.3,802.4,37.0,60.9,0.85
2015-04-01,100.5,2.5,91.01,89.92,648.4,804.6,39.0,48.8,0.86
2015-05-01,100.4,2.5,91.32,90.2,662.6,807.2,38.2,51.1,0.65
2015-06-01,101.2,2.25,91.93,90.79,673.6,800.9,39.0,52.3,0.7
2015-07-01,101.0,2.25,92.09,90.93,669.6,807.6,38.8,39.0,1.03
2015-08-01,101.2,2.25,91.23,90.04,679.7,799.0,38.1,37.5,0.83
2015-09-01,101.2,2.25,90.88,89.67,674.6,811.1,38.8,36.6,0.5
2015-10-01,101.5,2.25,92.32,91.09,683.0,804.2,37.5,32.0,0.34
2015-11-01,101.9,2.25,92.48,91.22,687.9,809.4,39.3,26.0,0.52
2015-12-01,101.6,2.25,91.82,90.53,687.2,816.6,39.1,28.0,0.5
2016-01-01,101.8,2.0,91.06,89.75,698.2,803.8,39.4,21.8,0.59
2016-02-01,102.1,2.0,90.31,88.97,687.2,786.3,39.8,31.4,0.4
2016-03-01,101.9,2.0,90.21,88.84,701.5,805.8,39.4,32.2,0.59
2016-04-01,102.2,2.0,91.14,89.76,707.0,821.7,39.4,44.7,0.85
2016-05-01,102.5,2.0,90.98,89.57,710.7,800.7,38.7,42.6,0.65
2016-06-01,103.1,2.0,91.64,90.2,714.1,789.7,38.9,49.0,0.49
2016-07-01,103.1,2.0,90.99,89.53,719.4,811.5,40.3,57.5,0.47
2016-08-01,103.2,2.0,89.28,87.79,728.3,826.0,40.6,54.1,0.44
2016-09-01,103.6,2.0,91.13,89.61,735.8,835.7,39.5,61.4,0.71
2016-10-01,103.5,1.75,89.5,87.96,723.2,803.7,39.8,67.5,0.39
2016-11-01,103.8,1.75,89.88,88.31,720.8,797.4,39.2,61.5,0.51
2016-12-01,103.8,1.75,90.27,88.68,725.8,812.0,40.7,69.7,0.51
2017-01-01,104.1,1.75,91.51,89.89,734.9,792.8,40.5,72.8,0.41
2017-02-01,104.1,1.75,92.18,90.54,740.5,812.1,41.3,76.0,0.29
2017-03-01,103.8,1.75,90.13,88.46,740.3,817.6,39.4,71.6,0.64
2017-04-01,104.7,1.75,89.36,87.67,739.0,819.1,39.7,73.0,0.61
2017-05-01,105.4,1.75,89.74,88.02,751.9,826.2,40.2,80.2,0.76
2017-06-01,105.5,1.75,89.84,88.1,762.7,843.5,40.4,81.2,0.61
2017-07-01,105.8,1.75,88.76,86.99,771.2,832.7,39.9,82.8,0.97
2017-08-01,106.1,1.75,90.19,88.4,763.4,840.1,39.4,86.2,0.63
2017-09-01,106.0,1.75,88.84,87.02,769.0,856.5,40.6,86.3,1.14
2017-10-01,106.3,1.75,88.88,87.04,767.8,844.1,40.5,92.2,0.56
2017-11-01,106.3,1.75,88.84,86.97,781.3,868.6,39.4,95.6,0.99
2017-12-01,106.7,1.75,88.49,86.59,777.0,867.9,40.9,95.7,1.04
2018-01-01,107.2,1.75,88.63,86.72,796.0,883.3,40.8,106.6,0.86
2018-02-01,107.6,1.5,86.68,84.73,784.2,875.4,40.0,101.4,0.08
2018-03-01,107.5,1.5,85.86,83.9,812.0,897.8,39.9,95.4,-0.77
2018-04-01,107.6,1.25,84.6,82.61,831.7,927.0,40.1,100.0,-2.4
2018-05-01,108.0,1.0,84.9,82.89,843.3,947.8,39.1,94.1,-2.91
2018-06-01,108.4,0.75,84.3,82.26,882.4,988.6,39.6,98.4,-4.45
2018-07-01,108.1,0.75,83.2,81.14,870.8,970.4,38.0,98.5,-5.17
2018-08-01,108.0,0.5,83.27,81.17,869.5,976.7,40.0,90.5,-5.71
2018-09-01,108.8,0.5,82.8,80.68,867.0,978.9,38.3,93.9,-5.7
2018-10-01,108.9,0.5,84.11,81.96,837.5,923.7,40.3,90.2,-5.41
2018-11-01,109.3,0.5,83.57,81.41,843.2,957.7,38.9,89.5,-4.84
2018-12-01,109.7,0.5,84.91,82.71,823.3,923.9,38.9,90.7,-4.03
2019-01-01,109.9,0.5,86.53,84.31,829.5,938.2,38.6,82.3,-4.33
2019-02-01,110.6,0.5,86.98,84.73,816.8,931.1,39.3,80.6,-3.33
2019-03-01,110.4,0.5,86.44,84.18,823.8,918.5,41.0,80.0,-2.02
2019-04-01,110.6,0.5,86.95,84.65,820.9,921.7,38.8,80.0,-1.09
2019-05-01,110.9,0.5,86.19,83.87,848.1,956.9,41.9,82.1,-0.59
2019-06-01,110.5,0.5,87.4,85.05,829.1,932.3,41.7,83.2,0.06
2019-07-01,111.3,0.5,88.67,86.3,854.1,982.4,41.2,82.8,1.52
2019-08-01,111.1,1.0,88.77,86.37,846.0,952.6,41.8,84.2,2.29
2019-09-01,111.5,1.75,89.05,86.63,845.0,954.9,44.2,81.4,2.32
2019-10-01,111.2,2.25,89.04,86.59,846.3,963.7,42.8,85.4,2.25
2019-11-01,111.2,2.75,89.34,86.87,849.1,956.1,43.2,79.9,2.59
2019-12-01,112.1,3.5,89.17,86.67,827.4,939.0,45.3,88.6,2.77
2020-01-01,112.1,4.0,90.53,88.01,847.1,968.3,45.2,81.9,3.06
2020-02-01,112.7,4.5,89.82,87.27,867.1,984.3,44.2,77.1,3.14
2020-03-01,113.7,5.25,89.37,86.8,866.2,983.8,44.8,76.1,2.91
2020-04-01,115.3,5.75,88.1,85.51,860.3,972.1,43.8,80.5,2.43
2020-05-01,115.6,6.5,86.37,83.75,882.8,987.9,45.1,78.0,2.75
2020-06-01,117.5,7.0,88.33,85.68,909.4,1031.9,44.9,80.5,2.43
2020-07-01,117.7,7.5,86.64,83.97,913.0,1046.3,44.4,79.4,2.37
2020-08-01,119.2,8.25,85.85,83.15,907.7,1024.3,44.1,77.3,2.39
2020-09-01,119.9,8.75,86.52,83.8,926.6,1045.8,44.9,74.4,1.8
2020-10-01,121.2,9.5,85.2,82.46,921.2,1042.1,43.5,71.9,1.87
2020-11-01,121.8,10.0,85.8,83.03,915.6,1017.9,42.5,74.7,1.65
2020-12-01,123.0,10.75,84.97,82.17,932.0,1059.6,43.5,78.1,1.34
2021-01-01,124.0,11.25,84.52,81.7,966.3,1083.9,44.4,75.6,1.56
2021-02-01,124.4,11.0,83.13,80.29,939.6,1064.4,41.9,70.7,1.78
2021-03-01,125.6,10.75,85.25,82.38,932.5,1035.1,41.9,74.5,0.84
2021-04-01,125.8,10.5,84.7,81.8,924.4,1045.8,42.0,74.7,0.99
2021-05-01,126.6,10.25,84.39,81.47,939.9,1052.8,41.3,70.3,0.95
2021-06-01,127.0,10.0,84.94,82.0,929.5,1037.9,40.2,73.0,0.69
2021-07-01,127.2,9.75,83.66,80.69,928.1,1032.2,41.3,72.2,0.48
2021-08-01,128.6,9.5,85.48,82.48,895.8,990.8,41.7,68.2,0.1
2021-09-01,130.1,9.25,84.56,81.53,893.1,998.3,39.8,72.4,0.21
2021-10-01,130.2,9.0,84.48,81.43,866.7,958.9,38.6,72.7,-0.14
2021-11-01,130.7,8.75,84.52,81.44,890.4,966.0,37.8,73.9,-0.56
2021-12-01,131.3,8.5,86.67,83.58,855.3,933.0,38.6,73.5,-0.12
2022-01-01,132.0,8.25,85.52,82.4,862.3,946.9,38.8,65.8,-0.33
2022-02-01,132.5,8.0,87.33,84.18,849.4,935.5,38.5,66.8,-0.49
2022-03-01,132.3,7.75,85.93,82.76,855.5,937.8,38.3,70.9,-0.46
2022-04-01,133.3,7.5,85.21,82.01,853.8,945.0,38.1,70.6,-0.31
2022-05-01,133.6,7.5,85.82,82.6,857.0,920.7,37.9,70.2,-0.46
2022-06-01,133.9,7.25,87.77,84.52,858.5,938.4,39.4,80.0,-0.34
2022-07-01,134.1,7.0,86.88,83.61,859.3,921.5,39.6,69.7,-0.55
2022-08-01,134.3,6.75,86.75,83.46,874.5,958.1,38.1,72.1,-0.26
2022-09-01,134.9,6.5,87.45,84.13,855.1,928.5,40.4,72.2,-0.44
2022-10-01,135.2,6.5,87.88,84.53,869.8,947.2,39.9,72.0,-0.47
2022-11-01,135.2,6.25,88.51,85.14,881.0,947.3,40.6,69.7,-0.73
2022-12-01,135.5,6.0,88.93,85.53,863.8,945.0,38.9,73.6,-0.45
2023-01-01,136.0,5.75,87.73,84.31,862.5,940.2,39.1,69.7,-0.65
2023-02-01,136.6,5.75,86.87,83.42,870.6,945.5,40.0,71.8,-0.58
2023-03-01,135.8,5.75,87.43,83.95,888.4,959.2,40.5,71.5,-0.59
2023-04-01,135.8,5.75,87.81,84.31,881.2,957.6,41.5,73.7,-0.6
2023-05-01,136.4,5.5,86.75,83.23,876.6,942.4,40.8,81.0,0.0
2023-06-01,136.5,5.5,86.62,83.08,890.3,970.5,40.3,68.9,-0.11
2023-07-01,136.6,5.5,87.48,83.9,876.8,962.9,39.8,77.1,0.03
2023-08-01,136.7,5.5,87.05,83.45,898.4,981.9,41.5,70.6,-0.51
2023-09-01,136.6,5.5,86.98,83.36,898.6,967.5,40.0,74.6,-0.24
2023-10-01,137.2,5.5,86.25,82.6,894.2,972.2,41.9,79.8,-0.46
2023-11-01,136.4,5.5,86.52,82.85,891.7,956.1,40.7,77.2,-0.32
2023-12-01,136.7,5.5,85.87,82.17,894.2,974.8,42.1,74.2,-0.33
2024-01-01,137.0,5.25,87.11,83.38,912.1,993.6,41.5,75.8,0.09
2024-02-01,136.6,5.25,87.09,83.34,922.4,985.8,41.0,79.7,-0.18
2024-03-01,137.2,5.25,84.78,81.0,906.0,974.3,40.9,75.1,0.12
2024-04-01,137.8,5.25,85.34,81.54,920.4,997.7,41.1,77.7,0.07
2024-05-01,137.4,5.25,84.78,80.96,896.9,972.4,41.7,76.8,0.4
2024-06-01,137.5,5.25,85.29,81.44,915.6,985.6,41.5,74.4,-0.25
2024-07-01,137.2,5.25,85.59,81.71,924.5,1008.9,41.2,82.5,0.27
2024-08-01,137.5,5.25,84.43,80.53,918.3,1001.5,41.5,77.5,0.28
2024-09-01,137.6,5.0,84.69,80.77,921.1,1001.2,41.8,69.1,-0.07
2024-10-01,137.7,5.0,84.5,80.55,926.9,1003.3,40.4,75.4,0.32
2024-11-01,138.3,5.0,85.29,81.31,940.0,1032.9,42.2,72.4,0.23
2024-12-01,138.2,5.0,85.05,81.05,938.0,1036.3,41.3,76.6,0.16
