date,cpi,policy_rate,neer,reer,fx_usd,fx_eur,reserves,oil_brent,output_gap
2009-09-01,80.7,8.75,121.89,122.27,1.28,1.94,97.7,76.1,1.87
2009-10-01,79.3,9.0,120.34,120.62,2.25,2.53,98.8,78.1,1.78
2009-11-01,81.5,9.25,119.33,119.51,1.9,2.58,97.5,80.3,2.68
2009-12-01,83.4,9.75,118.64,118.71,1.71,2.3,97.7,82.6,3.78
2010-01-01,81.7,10.0,116.75,116.72,1.93,2.55,97.7,78.6,4.93
2010-02-01,81.9,9.75,116.7,116.58,1.96,2.98,97.7,84.4,4.75
2010-03-01,83.3,9.5,118.51,118.29,1.8,2.29,99.0,86.7,4.69
2010-04-01,83.7,9.5,114.35,114.04,2.0,2.88,98.1,91.4,4.66
2010-05-01,85.0,9.25,117.19,116.77,1.85,2.6,102.5,102.5,4.84
2010-06-01,83.5,9.0,113.94,113.44,1.92,2.85,99.1,109.1,4.79
2010-07-01,85.6,8.75,115.55,114.94,1.88,2.45,105.0,109.8,4.32
2010-08-01,86.0,8.5,111.22,110.54,1.74,2.25,105.3,113.4,4.81
2010-09-01,85.9,8.25,113.29,112.51,2.1,3.08,106.7,111.8,4.38
2010-10-01,86.8,8.0,110.88,110.02,2.21,3.12,105.9,109.0,4.91
2010-11-01,87.8,8.0,109.33,108.39,2.22,2.78,116.4,112.4,4.71
2010-12-01,88.2,7.75,110.92,109.88,2.3,3.08,112.7,116.3,6.03
2011-01-01,87.1,7.5,111.37,110.23,2.22,3.13,106.7,111.9,4.98
2011-02-01,89.0,7.5,107.6,106.41,2.05,2.97,111.0,116.2,4.24
2011-03-01,88.6,7.5,105.47,104.21,2.35,3.12,109.2,103.1,4.61
2011-04-01,89.1,7.5,106.13,104.77,1.9,2.08,108.5,113.0,4.72
2011-05-01,89.4,7.75,104.88,103.46,2.01,2.85,108.1,110.3,5.04
2011-06-01,89.5,7.75,104.49,102.98,2.01,2.53,113.2,108.6,3.92
2011-07-01,91.0,7.75,103.79,102.2,2.46,2.99,110.7,109.3,3.33
2011-08-01,90.3,7.75,101.17,99.54,2.44,2.82,115.5,101.3,4.18
2011-09-01,89.8,7.75,102.52,100.78,2.35,3.35,116.0,105.0,3.08
2011-10-01,90.7,8.0,99.05,97.29,2.49,3.41,117.4,105.1,3.32
2011-11-01,91.5,8.0,97.03,95.22,2.09,2.79,111.9,106.8,3.22
2011-12-01,92.6,8.0,94.07,92.24,2.36,3.45,115.9,99.1,3.14
2012-01-01,92.5,8.0,94.64,92.72,2.27,3.19,116.7,96.6,3.29
2012-02-01,91.7,8.0,93.29,91.32,2.53,3.71,112.1,92.6,2.59
2012-03-01,94.7,8.0,93.8,91.74,2.38,2.95,109.6,92.1,2.63
2012-04-01,93.2,8.0,91.88,89.78,2.37,3.18,114.3,85.5,2.62
2012-05-01,94.4,8.0,88.4,86.31,2.62,3.22,108.9,78.1,2.56
2012-06-01,93.5,8.0,88.98,86.81,2.74,3.63,108.4,76.4,2.42
2012-07-01,94.4,8.0,88.41,86.17,2.46,3.25,102.8,70.3,2.43
2012-08-01,95.0,8.25,88.32,86.01,2.64,3.64,100.1,70.3,2.48
2012-09-01,95.6,8.25,86.2,83.88,2.47,3.31,100.1,62.5,2.17
2012-10-01,95.8,8.25,84.78,82.42,2.22,3.07,99.7,61.0,2.07
2012-11-01,96.0,8.25,82.58,80.21,2.84,3.91,95.5,58.1,1.08
2012-12-01,95.4,8.25,81.78,79.36,2.98,4.35,96.6,52.2,1.65
2013-01-01,95.5,8.25,81.69,79.22,2.96,3.86,90.5,54.9,1.7
2013-02-01,96.6,8.5,76.94,74.54,2.53,3.19,90.2,53.3,1.72
2013-03-01,97.4,9.0,77.03,74.56,2.93,3.91,93.1,51.0,1.04
2013-04-01,96.8,9.25,75.2,72.73,2.58,3.26,91.1,48.8,0.97
2013-05-01,98.2,9.5,75.51,72.97,3.39,4.74,86.6,43.7,0.92
2013-06-01,98.8,10.0,75.42,72.81,2.92,3.79,83.1,45.2,1.31
2013-07-01,97.3,10.25,71.69,69.16,3.47,4.45,81.2,44.0,1.44
2013-08-01,97.7,12.5,68.01,65.55,3.45,4.44,81.2,44.2,0.74
2013-09-01,98.6,14.75,69.44,66.87,3.11,4.2,82.1,47.8,1.22
2013-10-01,99.2,17.0,69.99,67.34,3.11,4.03,81.0,51.2,0.8
2013-11-01,98.9,19.5,68.23,65.59,3.47,4.42,75.3,57.4,0.61
2013-12-01,100.7,21.75,66.83,64.19,3.27,4.56,71.7,53.9,0.49
2014-01-01,100.3,24.0,64.62,62.01,3.52,4.42,73.7,55.8,0.81
2014-02-01,100.3,23.0,62.85,60.26,3.55,4.6,72.0,57.6,0.64
2014-03-01,99.4,22.0,64.87,62.14,3.42,4.53,74.1,54.9,1.46
2014-04-01,99.7,21.0,62.62,59.93,3.47,4.16,80.3,63.4,0.14
2014-05-01,101.2,20.0,66.29,63.4,4.15,5.39,80.2,66.5,0.72
2014-06-01,99.5,19.0,63.69,60.85,4.13,5.06,79.7,76.6,0.28
2014-07-01,102.3,18.0,61.71,58.91,4.28,5.57,77.1,71.4,0.13
2014-08-01,101.6,17.0,61.25,58.42,4.7,5.75,82.3,71.6,0.5
2014-09-01,104.6,16.0,61.54,58.64,4.95,6.34,85.8,69.2,0.56
2014-10-01,104.1,15.0,60.93,58.01,4.79,6.19,83.2,64.5,1.73
2014-11-01,102.4,14.0,62.35,59.31,4.93,6.29,89.1,70.1,0.42
2014-12-01,102.7,13.0,60.67,57.66,5.26,6.56,90.2,67.6,0.02
2015-01-01,103.8,12.0,59.01,56.03,5.01,6.14,92.5,66.4,0.62
2015-02-01,104.9,11.75,62.15,58.96,5.38,6.5,89.4,57.6,-0.37
2015-03-01,102.9,11.5,59.23,56.15,5.48,6.97,90.7,60.9,0.46
2015-04-01,103.3,11.0,59.79,56.63,5.55,6.62,93.5,48.8,0.51
2015-05-01,104.8,10.75,57.51,54.42,5.02,5.89,91.5,51.1,0.83
2015-06-01,106.4,10.5,58.41,55.22,5.3,6.51,89.6,52.3,0.91
2015-07-01,106.9,10.0,57.92,54.71,5.31,6.23,90.3,39.0,0.29
2015-08-01,107.9,9.75,54.52,51.45,5.55,6.46,92.7,37.5,0.44
2015-09-01,106.7,9.5,59.4,56.01,5.67,6.48,89.2,36.6,0.18
2015-10-01,106.4,9.25,58.0,54.64,5.92,6.92,92.9,32.0,0.02
2015-11-01,109.5,9.0,55.29,52.04,5.53,6.5,96.8,26.0,0.63
2015-12-01,108.8,8.5,53.92,50.71,5.56,6.56,88.5,28.0,-0.04
2016-01-01,108.4,8.25,55.47,52.12,5.95,7.11,99.1,21.8,0.33
2016-02-01,110.9,9.25,54.28,50.96,5.87,6.91,97.2,31.4,0.16
2016-03-01,112.3,10.0,53.82,50.47,6.19,7.12,92.1,32.2,0.9
2016-04-01,112.4,11.0,52.76,49.44,6.09,6.96,94.0,44.7,1.51
2016-05-01,113.0,11.75,52.35,49.01,5.89,6.83,91.7,42.6,0.28
2016-06-01,114.0,12.75,52.8,49.38,5.96,7.01,94.1,49.0,0.14
2016-07-01,114.7,13.5,50.77,47.45,6.02,6.84,92.6,57.5,0.95
2016-08-01,114.8,14.5,47.74,44.58,6.6,7.36,85.4,54.1,1.09
2016-09-01,116.1,15.5,50.18,46.81,6.82,7.47,89.9,61.4,1.26
2016-10-01,117.9,16.25,49.72,46.34,7.07,7.63,86.9,67.5,1.06
2016-11-01,118.6,17.25,50.94,47.43,6.96,7.86,86.9,61.5,1.25
2016-12-01,119.3,18.0,44.31,41.22,7.14,8.0,83.9,69.7,1.57
2017-01-01,119.2,19.0,45.33,42.13,6.88,7.67,89.7,72.8,1.94
2017-02-01,121.1,17.25,41.34,38.39,6.73,7.39,87.9,76.0,0.63
2017-03-01,120.8,15.5,44.08,40.9,7.13,8.11,83.2,71.6,1.26
2017-04-01,123.9,13.75,41.76,38.71,7.01,7.65,81.7,73.0,1.47
2017-05-01,126.1,12.0,44.27,41.0,6.92,7.82,84.3,80.2,0.95
2017-06-01,125.1,10.25,39.78,36.81,6.96,7.69,86.6,81.2,2.02
2017-07-01,127.0,8.5,37.71,34.86,6.92,7.55,86.1,82.8,0.98
2017-08-01,129.0,9.5,38.53,35.59,7.4,8.3,88.9,86.2,1.19
2017-09-01,131.0,10.25,35.66,32.9,7.68,8.59,87.8,86.3,1.4
2017-10-01,130.9,11.25,38.52,35.51,7.79,8.71,88.3,92.2,0.88
2017-11-01,131.9,12.25,33.87,31.2,8.13,9.05,86.7,95.6,0.31
2017-12-01,132.2,13.0,35.87,33.01,8.33,9.26,82.2,95.7,0.86
2018-01-01,135.1,14.0,32.18,29.59,8.4,9.78,85.5,106.6,1.43
2018-02-01,138.3,13.25,33.85,31.1,8.95,10.18,88.7,101.4,0.0
2018-03-01,138.6,12.5,35.8,32.86,8.77,9.92,85.6,95.4,-1.07
2018-04-01,140.0,11.75,33.35,30.58,9.58,10.72,86.9,100.0,-1.18
2018-05-01,141.9,10.75,30.97,28.37,9.39,10.68,84.6,94.1,-2.57
2018-06-01,143.3,10.0,31.39,28.73,9.99,11.27,82.5,98.4,-3.5
2018-07-01,144.4,9.25,30.74,28.11,10.03,11.24,84.8,98.5,-4.08
2018-08-01,147.3,8.5,30.64,27.99,10.62,11.85,85.8,90.5,-4.68
2018-09-01,148.5,8.5,27.75,25.33,10.89,12.21,83.8,93.9,-3.7
2018-10-01,150.0,8.75,30.0,27.36,10.96,11.74,85.6,90.2,-4.05
2018-11-01,150.9,8.75,25.13,22.9,11.79,13.29,84.3,89.5,-3.61
2018-12-01,154.4,9.0,27.55,25.07,11.98,13.39,90.4,90.7,-4.01
2019-01-01,155.5,9.0,27.34,24.86,12.69,14.58,87.2,82.3,-3.93
2019-02-01,157.9,9.0,27.86,25.31,12.75,14.38,89.2,80.6,-2.4
2019-03-01,162.5,9.0,26.03,23.63,13.08,14.56,86.8,80.0,-1.31
2019-04-01,164.6,9.0,23.09,20.94,13.05,14.73,79.8,80.0,-0.74
2019-05-01,167.7,9.0,22.66,20.54,13.37,14.94,74.6,82.1,0.71
2019-06-01,171.1,9.0,23.27,21.06,13.65,15.54,69.1,83.2,2.03
2019-07-01,173.6,9.0,21.89,19.8,14.18,16.13,68.1,82.8,3.08
2019-08-01,181.2,9.75,20.55,18.57,14.86,17.03,67.2,84.2,4.21
2019-09-01,185.2,10.75,20.01,18.07,14.83,16.7,73.4,81.4,4.52
2019-10-01,191.5,11.5,20.94,18.89,15.73,17.89,68.8,85.4,4.59
2019-11-01,196.7,12.25,18.63,16.79,15.54,17.43,68.4,79.9,4.98
2019-12-01,204.1,13.25,18.55,16.7,16.25,18.63,60.2,88.6,5.09
2020-01-01,209.9,14.0,20.94,18.83,16.8,19.24,61.8,81.9,6.75
2020-02-01,218.1,16.75,15.4,13.84,17.71,20.25,68.2,77.1,5.76
2020-03-01,225.8,19.25,14.16,12.71,18.66,21.21,67.4,76.1,5.41
2020-04-01,234.1,22.0,17.06,15.3,20.09,22.87,67.1,80.5,4.86
2020-05-01,243.7,24.75,14.41,12.91,20.95,24.04,69.8,78.0,6.24
2020-06-01,251.2,27.25,14.24,12.74,22.08,24.94,73.5,80.5,4.3
2020-07-01,260.3,30.0,12.94,11.57,23.15,26.18,69.4,79.4,4.32
2020-08-01,267.6,32.5,13.15,11.75,23.72,26.57,71.9,77.3,4.43
2020-09-01,276.8,35.0,15.17,13.54,24.47,27.42,73.8,74.4,4.25
2020-10-01,286.0,37.5,13.59,12.12,24.99,28.13,81.4,71.9,4.15
2020-11-01,293.8,40.0,13.17,11.73,25.41,28.75,71.0,74.7,4.26
2020-12-01,301.3,42.5,9.58,8.53,26.56,29.74,80.2,78.1,3.46
2021-01-01,310.2,45.0,9.44,8.39,26.87,30.06,79.7,75.6,2.55
2021-02-01,322.3,45.75,6.82,6.06,27.47,30.64,83.0,70.7,2.56
2021-03-01,335.0,46.75,9.24,8.2,28.3,31.5,81.2,74.5,2.46
2021-04-01,347.2,47.5,11.3,10.02,28.81,32.17,84.4,74.7,2.87
2021-05-01,359.9,48.25,10.37,9.19,29.58,32.66,87.9,70.3,1.08
2021-06-01,372.7,49.25,9.03,8.0,30.41,34.03,95.8,73.0,1.84
2021-07-01,384.2,50.0,8.97,7.93,31.07,34.37,91.2,72.2,1.08
2021-08-01,396.7,50.0,7.9,6.98,31.06,34.55,88.2,68.2,1.02
2021-09-01,408.9,50.0,8.94,7.89,31.4,34.52,90.9,72.4,0.29
2021-10-01,403.7,50.0,9.54,8.41,31.98,35.46,92.3,72.7,-0.36
2021-11-01,399.0,50.0,6.14,5.41,32.11,35.54,90.2,73.9,-0.02
2021-12-01,395.1,50.0,8.57,7.55,32.69,36.09,95.6,73.5,-0.39
2022-01-01,389.3,50.0,9.26,8.15,32.75,35.85,100.0,65.8,-0.59
2022-02-01,385.4,49.25,7.52,6.61,32.83,36.1,95.6,66.8,-0.84
2022-03-01,380.0,48.25,9.12,8.0,32.37,35.29,102.8,70.9,-0.92
2022-04-01,373.4,47.5,12.07,10.58,32.91,35.99,102.3,70.6,-1.16
2022-05-01,370.5,46.75,8.19,7.18,32.82,36.07,100.0,70.2,0.01
2022-06-01,365.6,45.75,8.95,7.83,32.8,35.95,102.6,80.0,0.01
2022-07-01,359.2,45.0,7.5,6.56,33.04,36.01,108.3,69.7,-0.41
2022-08-01,357.0,44.5,8.83,7.71,32.7,35.41,107.0,72.1,-0.06
2022-09-01,352.6,44.25,9.29,8.11,32.11,35.01,106.0,72.2,0.14
2022-10-01,350.1,43.75,9.01,7.86,31.31,33.98,106.4,72.0,-0.12
2022-11-01,345.7,43.25,7.45,6.49,31.16,33.34,108.2,69.7,0.32
2022-12-01,341.9,43.0,9.2,8.0,30.36,32.98,107.6,73.6,0.36
2023-01-01,339.7,42.5,10.98,9.55,30.05,32.45,104.4,69.7,0.83
2023-02-01,342.4,42.5,9.56,8.31,30.19,32.83,115.9,71.8,0.71
2023-03-01,344.7,42.25,10.22,8.86,30.45,32.72,111.3,71.5,0.36
2023-04-01,346.6,42.25,8.55,7.41,30.91,32.85,112.4,73.7,1.92
2023-05-01,349.7,42.0,9.84,8.52,30.78,33.34,111.6,81.0,1.61
2023-06-01,352.7,42.0,9.16,7.93,31.66,34.32,110.2,68.9,0.78
2023-07-01,355.0,41.75,7.45,6.44,31.11,33.38,112.1,77.1,1.25
2023-08-01,356.0,41.75,9.13,7.88,31.46,33.9,108.8,70.6,1.33
2023-09-01,356.2,41.75,7.31,6.3,31.76,34.9,119.6,74.6,1.68
2023-10-01,358.6,41.5,7.75,6.68,31.89,34.51,110.6,79.8,0.85
2023-11-01,357.6,41.5,8.82,7.59,31.83,34.65,111.6,77.2,1.68
2023-12-01,359.8,41.25,8.92,7.68,31.93,34.52,113.6,74.2,1.01
2024-01-01,361.2,41.25,6.87,5.9,32.12,34.48,118.7,75.8,0.7
2024-02-01,361.6,41.0,9.86,8.47,32.07,34.78,115.7,79.7,1.59
2024-03-01,361.9,41.0,9.17,7.86,32.5,35.25,112.8,75.1,1.85
2024-04-01,362.5,40.75,7.39,6.33,32.47,35.21,119.9,77.7,2.42
2024-05-01,364.7,40.75,6.22,5.32,32.57,35.38,118.9,76.8,0.84
2024-06-01,363.6,40.75,8.06,6.9,32.26,35.13,118.8,74.4,1.66
2024-07-01,364.8,40.5,7.61,6.5,32.54,35.37,119.7,82.5,1.22
2024-08-01,366.2,40.5,8.33,7.11,32.58,35.23,124.7,77.5,1.74
2024-09-01,368.3,40.25,7.64,6.51,32.52,35.49,124.5,69.1,0.82
2024-10-01,368.5,40.25,6.0,5.11,32.9,35.48,117.3,75.4,0.92
2024-11-01,368.3,40.0,7.52,6.4,32.8,35.36,123.9,72.4,1.15
2024-12-01,369.8,40.0,7.59,6.45,33.14,36.26,121.0,76.6,1.53
