date,cpi,policy_rate,neer,reer,fx_usd,fx_eur,reserves,oil_brent,output_gap
2010-05-01,91.4,3.5,106.25,107.44,2.794,3.826,49.7,102.5,6.06
2010-06-01,91.4,3.5,106.03,107.21,2.757,3.746,49.3,109.1,5.56
2010-07-01,91.6,3.5,107.02,108.19,2.813,3.861,50.5,109.8,5.99
2010-08-01,91.4,3.75,106.63,107.79,2.779,3.8,54.6,113.4,6.34
2010-09-01,91.6,3.75,106.78,107.92,2.786,3.837,53.1,111.8,5.36
2010-10-01,92.3,4.0,106.26,107.39,2.8,3.869,55.3,109.0,5.65
2010-11-01,92.1,4.0,105.81,106.94,2.759,3.837,55.7,112.4,5.89
2010-12-01,92.6,4.25,107.06,108.17,2.763,3.807,54.8,116.3,6.57
2011-01-01,93.2,4.25,107.54,108.63,2.772,3.878,55.7,111.9,5.74
2011-02-01,92.9,4.25,106.7,107.78,2.743,3.809,57.7,116.2,5.6
2011-03-01,93.8,4.0,107.52,108.59,2.776,3.796,59.8,103.1,5.86
2011-04-01,93.9,4.0,106.08,107.14,2.791,3.905,59.9,113.0,5.27
2011-05-01,93.2,4.0,105.71,106.75,2.774,3.815,60.3,110.3,5.39
2011-06-01,93.5,4.0,106.13,107.16,2.875,3.908,58.6,108.6,4.55
2011-07-01,93.3,4.0,105.95,106.97,2.787,3.863,61.8,109.3,5.87
2011-08-01,93.9,3.75,106.29,107.3,2.803,3.892,59.3,101.3,4.3
2011-09-01,94.6,3.75,105.21,106.2,2.885,3.929,60.9,105.0,4.54
2011-10-01,94.4,3.75,106.31,107.29,2.882,3.903,61.0,105.1,4.49
2011-11-01,94.8,3.5,106.5,107.47,2.847,3.861,61.1,106.8,5.09
2011-12-01,94.4,3.5,105.14,106.1,2.904,3.959,63.2,99.1,3.64
2012-01-01,95.2,3.5,105.74,106.69,2.939,4.019,61.2,96.6,4.78
2012-02-01,95.0,3.5,103.96,104.89,2.916,3.958,60.3,92.6,4.17
2012-03-01,95.3,3.5,104.8,105.72,3.003,4.054,61.7,92.1,3.91
2012-04-01,95.5,3.5,104.37,105.28,2.904,3.959,61.1,85.5,3.24
2012-05-01,95.3,3.5,103.85,104.74,2.985,4.003,65.1,78.1,3.73
2012-06-01,95.5,3.5,102.91,103.79,3.015,4.08,61.9,76.4,3.09
2012-07-01,96.3,3.5,100.75,101.62,3.024,4.043,60.5,70.3,3.75
2012-08-01,96.3,3.25,101.7,102.56,3.011,4.042,59.7,70.3,2.74
2012-09-01,96.7,3.25,101.3,102.14,3.026,4.037,58.6,62.5,2.96
2012-10-01,96.6,3.25,100.67,101.5,3.062,4.081,59.4,61.0,2.66
2012-11-01,96.7,3.25,100.91,101.73,3.089,4.099,60.5,58.1,2.36
2012-12-01,96.3,3.25,100.17,100.98,3.099,4.163,61.8,52.2,2.92
2013-01-01,96.9,3.25,99.51,100.31,3.128,4.126,61.2,54.9,2.71
2013-02-01,97.2,3.25,99.37,100.15,3.089,4.068,60.4,53.3,2.94
2013-03-01,98.1,3.25,99.58,100.35,3.127,4.204,60.0,51.0,1.71
2013-04-01,98.0,3.0,100.67,101.42,3.125,4.156,60.8,48.8,2.79
2013-05-01,98.5,3.0,99.61,100.35,3.156,4.082,60.1,43.7,3.32
2013-06-01,98.4,3.0,99.69,100.43,3.211,4.205,62.7,45.2,2.11
2013-07-01,98.3,3.0,99.73,100.45,3.203,4.148,60.8,44.0,3.0
2013-08-01,98.8,3.0,100.2,100.91,3.287,4.278,61.1,44.2,2.1
2013-09-01,99.1,3.0,100.27,100.97,3.239,4.137,58.9,47.8,1.63
2013-10-01,99.0,3.0,98.19,98.88,3.252,4.244,61.3,51.2,2.0
2013-11-01,99.4,2.75,100.61,101.28,3.27,4.228,62.6,57.4,2.5
2013-12-01,99.7,2.75,100.85,101.51,3.266,4.255,60.6,53.9,1.71
2014-01-01,100.5,2.75,99.38,100.02,3.298,4.235,61.2,55.8,1.76
2014-02-01,99.4,2.75,99.42,100.06,3.326,4.308,62.9,57.6,2.28
2014-03-01,100.5,2.75,99.73,100.35,3.295,4.233,60.4,54.9,2.08
2014-04-01,100.0,2.5,99.55,100.16,3.266,4.24,63.2,63.4,2.36
2014-05-01,99.9,2.5,100.13,100.73,3.259,4.21,61.4,66.5,2.26
2014-06-01,100.8,2.5,98.85,99.43,3.267,4.182,61.6,76.6,2.4
2014-07-01,100.7,2.5,99.34,99.91,3.277,4.14,60.8,71.4,2.08
2014-08-01,101.0,2.5,100.91,101.47,3.303,4.23,62.4,71.6,2.38
2014-09-01,100.9,2.5,99.45,99.99,3.231,4.006,64.7,69.2,1.97
2014-10-01,101.4,2.5,100.74,101.27,3.254,4.022,62.9,64.5,2.88
2014-11-01,101.0,2.25,100.21,100.73,3.262,4.057,61.0,70.1,2.17
2014-12-01,100.9,2.25,98.93,99.43,3.205,4.044,63.3,67.6,2.9
2015-01-01,101.1,2.25,100.38,100.87,3.228,3.974,61.6,66.4,2.41
2015-02-01,101.6,2.25,99.76,100.24,3.236,3.967,63.7,57.6,2.54
2015-03-01,101.1,2.25,99.4,99.87,3.237,3.909,63.2,60.9,2.22
2015-04-01,101.3,2.25,99.65,100.1,3.268,4.006,59.2,48.8,1.97
2015-05-01,101.6,2.25,99.61,100.06,3.262,3.982,61.6,51.1,1.64
2015-06-01,101.2,2.25,99.59,100.02,3.256,3.951,63.9,52.3,1.88
2015-07-01,102.0,2.5,99.7,100.12,3.286,3.923,63.2,39.0,2.12
2015-08-01,101.6,2.5,99.08,99.48,3.325,3.949,62.0,37.5,2.29
2015-09-01,102.3,2.5,97.85,98.24,3.327,3.914,62.6,36.6,2.57
2015-10-01,102.8,2.5,98.22,98.6,3.236,3.832,61.4,32.0,1.95
2015-11-01,102.5,2.5,100.08,100.45,3.307,3.86,63.6,26.0,1.74
2015-12-01,103.4,2.5,98.6,98.95,3.291,3.82,66.3,28.0,1.47
2016-01-01,102.5,2.5,99.41,99.75,3.304,3.841,64.9,21.8,2.19
2016-02-01,103.5,2.5,98.66,98.99,3.293,3.808,66.5,31.4,2.59
2016-03-01,103.5,2.5,97.81,98.13,3.311,3.809,65.1,32.2,2.58
2016-04-01,103.0,2.5,97.68,97.98,3.317,3.829,65.4,44.7,2.41
2016-05-01,104.5,2.5,97.31,97.6,3.301,3.781,66.5,42.6,2.42
2016-06-01,103.8,2.5,96.14,96.42,3.297,3.745,64.8,49.0,2.88
2016-07-01,103.7,2.5,97.01,97.28,3.313,3.761,64.3,57.5,2.38
2016-08-01,103.7,2.25,97.55,97.81,3.335,3.729,65.7,54.1,2.55
2016-09-01,104.3,2.25,96.31,96.55,3.349,3.762,66.3,61.4,2.21
2016-10-01,104.5,2.25,96.74,96.97,3.36,3.757,64.2,67.5,1.84
2016-11-01,104.7,2.25,96.84,97.06,3.328,3.649,64.0,61.5,2.15
2016-12-01,104.7,2.25,95.63,95.83,3.353,3.74,65.1,69.7,2.45
2017-01-01,105.2,2.25,95.73,95.92,3.376,3.685,65.9,72.8,2.52
2017-02-01,105.0,2.0,95.23,95.41,3.379,3.723,65.9,76.0,3.26
2017-03-01,104.7,2.0,95.18,95.35,3.343,3.723,63.4,71.6,2.53
2017-04-01,105.5,1.75,94.74,94.89,3.337,3.711,67.1,73.0,2.97
2017-05-01,104.9,1.5,94.8,94.94,3.345,3.696,64.3,80.2,2.33
2017-06-01,105.9,1.5,96.01,96.14,3.307,3.644,64.7,81.2,2.38
2017-07-01,105.7,1.25,94.46,94.57,3.33,3.716,64.0,82.8,1.98
2017-08-01,106.2,1.0,94.91,95.01,3.352,3.736,68.0,86.2,2.21
2017-09-01,106.7,1.0,94.37,94.46,3.347,3.692,65.3,86.3,2.71
2017-10-01,106.2,0.75,95.2,95.28,3.32,3.66,64.1,92.2,2.5
2017-11-01,107.0,0.5,95.11,95.18,3.331,3.634,66.0,95.6,2.87
2017-12-01,106.7,0.5,94.68,94.73,3.3,3.676,65.9,95.7,2.57
2018-01-01,107.5,0.25,94.18,94.22,3.339,3.715,64.8,106.6,2.36
2018-02-01,107.1,0.25,93.01,93.04,3.344,3.763,66.4,101.4,-0.28
2018-03-01,107.1,0.25,91.58,91.6,3.364,3.764,64.9,95.4,-4.79
2018-04-01,107.7,0.25,92.58,92.59,3.387,3.826,65.7,100.0,-7.92
2018-05-01,107.5,0.25,90.12,90.11,3.421,3.801,64.5,94.1,-12.16
2018-06-01,107.6,0.25,90.11,90.09,3.437,3.882,65.7,98.4,-10.97
2018-07-01,107.9,0.25,89.49,89.45,3.492,3.894,69.6,98.5,-10.13
2018-08-01,108.2,0.25,87.67,87.62,3.489,3.937,69.8,90.5,-9.67
2018-09-01,108.7,0.25,89.02,88.96,3.559,3.946,68.9,93.9,-9.93
2018-10-01,107.9,0.25,89.25,89.18,3.571,4.019,71.4,90.2,-8.24
2018-11-01,108.7,0.25,90.22,90.14,3.524,3.898,70.2,89.5,-7.01
2018-12-01,109.0,0.25,89.32,89.23,3.566,4.005,70.9,90.7,-6.54
2019-01-01,109.1,0.25,89.24,89.13,3.563,4.028,72.1,82.3,-5.82
2019-02-01,109.6,0.5,89.87,89.75,3.591,4.033,72.0,80.6,-5.39
2019-03-01,109.3,0.5,90.46,90.32,3.674,4.113,72.1,80.0,-3.71
2019-04-01,109.4,0.5,90.53,90.39,3.632,4.131,73.8,80.0,-1.98
2019-05-01,109.9,0.75,90.43,90.27,3.67,4.147,72.8,82.1,-0.7
2019-06-01,109.9,1.0,89.7,89.53,3.695,4.167,73.6,83.2,0.91
2019-07-01,109.9,1.0,91.28,91.09,3.673,4.164,74.1,82.8,1.66
2019-08-01,110.3,1.75,92.34,92.14,3.694,4.276,73.6,84.2,3.16
2019-09-01,110.1,2.25,91.61,91.4,3.701,4.24,72.3,81.4,3.11
2019-10-01,110.3,3.0,91.86,91.64,3.726,4.273,72.0,85.4,2.81
2019-11-01,110.5,3.75,92.01,91.77,3.69,4.213,73.8,79.9,2.41
2019-12-01,111.3,4.25,92.07,91.82,3.798,4.331,73.6,88.6,3.57
2020-01-01,110.0,5.0,92.55,92.29,3.855,4.317,74.1,81.9,3.57
2020-02-01,111.9,5.25,91.98,91.71,3.808,4.313,74.0,77.1,3.13
2020-03-01,112.5,5.5,91.31,91.03,3.77,4.27,76.9,76.1,2.61
2020-04-01,112.7,5.75,90.78,90.48,3.795,4.247,72.5,80.5,3.37
2020-05-01,114.1,6.0,90.85,90.54,3.804,4.274,71.8,78.0,2.9
2020-06-01,114.9,6.25,90.94,90.61,3.794,4.229,74.4,80.5,3.09
2020-07-01,115.7,6.5,90.31,89.98,3.848,4.347,73.6,79.4,3.49
2020-08-01,115.4,6.5,90.44,90.09,3.851,4.372,74.4,77.3,1.78
2020-09-01,117.4,6.75,90.26,89.9,3.802,4.32,74.6,74.4,2.22
2020-10-01,117.5,7.0,90.24,89.87,3.857,4.353,75.4,71.9,2.29
2020-11-01,118.7,7.25,90.26,89.88,3.883,4.33,72.3,74.7,2.82
2020-12-01,119.5,7.5,89.3,88.9,3.897,4.308,73.4,78.1,1.48
2021-01-01,119.7,7.75,88.22,87.81,3.927,4.341,74.5,75.6,2.76
2021-02-01,120.7,7.75,88.88,88.46,3.823,4.235,74.7,70.7,1.93
2021-03-01,120.9,7.5,89.19,88.76,3.921,4.349,76.1,74.5,1.71
2021-04-01,120.9,7.5,88.16,87.71,3.833,4.269,74.6,74.7,1.55
2021-05-01,122.4,7.5,90.16,89.7,3.824,4.225,73.3,70.3,1.33
2021-06-01,122.3,7.25,89.5,89.03,3.846,4.287,72.2,73.0,1.79
2021-07-01,122.7,7.25,89.73,89.24,3.819,4.232,72.4,72.2,0.83
2021-08-01,123.4,7.25,90.39,89.9,3.843,4.26,72.2,68.2,1.26
2021-09-01,124.1,7.0,89.29,88.78,3.795,4.236,73.4,72.4,0.85
2021-10-01,124.5,7.0,90.09,89.57,3.821,4.184,72.8,72.7,0.57
2021-11-01,125.2,7.0,89.77,89.23,3.859,4.272,70.9,73.9,1.77
2021-12-01,125.1,6.75,89.81,89.26,3.821,4.209,71.7,73.5,0.79
2022-01-01,125.8,6.75,89.54,88.98,3.824,4.195,73.0,65.8,0.74
2022-02-01,126.1,6.5,90.99,90.41,3.829,4.235,72.2,66.8,0.95
2022-03-01,126.9,6.5,89.78,89.19,3.845,4.245,72.3,70.9,-0.06
2022-04-01,126.5,6.25,90.41,89.82,3.766,4.093,71.9,70.6,1.19
2022-05-01,127.0,6.0,88.89,88.28,3.822,4.173,73.1,70.2,-0.49
2022-06-01,126.8,6.0,90.7,90.08,3.796,4.153,71.4,80.0,0.2
2022-07-01,126.9,5.75,90.62,89.99,3.804,4.138,70.6,69.7,0.32
2022-08-01,127.1,5.5,90.06,89.41,3.825,4.182,69.8,72.1,0.73
2022-09-01,127.3,5.5,89.87,89.2,3.761,4.096,70.9,72.2,0.59
2022-10-01,127.7,5.5,90.24,89.56,3.763,4.142,67.8,72.0,0.43
2022-11-01,128.1,5.25,91.36,90.67,3.735,3.996,70.1,69.7,0.5
2022-12-01,127.9,5.0,88.95,88.26,3.769,4.072,69.9,73.6,0.11
2023-01-01,128.4,5.0,90.46,89.75,3.816,4.091,68.5,69.7,-0.09
2023-02-01,127.8,5.0,89.42,88.69,3.778,4.101,69.1,71.8,0.8
2023-03-01,128.0,5.0,89.9,89.16,3.746,3.996,71.1,71.5,0.8
2023-04-01,128.0,5.0,89.72,88.97,3.77,4.087,70.5,73.7,1.16
2023-05-01,128.4,5.0,89.57,88.81,3.744,4.029,70.5,81.0,0.24
2023-06-01,128.3,5.0,89.78,89.0,3.754,4.039,70.8,68.9,0.84
2023-07-01,128.7,4.75,89.07,88.28,3.796,4.062,70.6,77.1,0.47
2023-08-01,128.3,4.75,90.31,89.51,3.755,4.051,72.0,70.6,1.06
2023-09-01,128.7,4.75,88.59,87.78,3.817,4.171,70.8,74.6,1.01
2023-10-01,129.0,4.75,89.93,89.1,3.786,4.103,69.2,79.8,0.7
2023-11-01,128.2,4.75,89.37,88.53,3.791,4.131,72.7,77.2,0.5
2023-12-01,129.6,4.75,88.83,87.98,3.782,4.157,71.4,74.2,1.02
2024-01-01,129.0,4.75,89.6,88.74,3.811,4.145,70.4,75.8,0.91
2024-02-01,128.5,4.75,88.51,87.64,3.812,4.121,69.7,79.7,0.4
2024-03-01,129.3,4.75,89.41,88.53,3.801,4.144,71.7,75.1,0.16
2024-04-01,129.3,4.75,88.5,87.6,3.808,4.12,71.2,77.7,0.58
2024-05-01,129.4,4.75,89.58,88.67,3.788,4.101,73.1,76.8,1.31
2024-06-01,129.8,4.75,88.71,87.79,3.809,4.093,71.1,74.4,1.17
2024-07-01,129.8,4.5,88.95,88.01,3.787,4.149,70.6,82.5,0.3
2024-08-01,129.7,4.5,89.35,88.4,3.797,4.119,72.6,77.5,0.29
2024-09-01,129.9,4.5,88.67,87.71,3.79,4.132,72.8,69.1,1.26
2024-10-01,129.8,4.5,89.05,88.08,3.786,4.09,72.0,75.4,0.33
2024-11-01,130.5,4.5,88.15,87.16,3.781,4.133,72.7,72.4,0.99
2024-12-01,129.5,4.5,89.37,88.37,3.813,4.131,72.0,76.6,0.56
